@churn reason,@customers/revenue,@Lost/gain,@service_type,@symbol,@symcol survey,@Tree tooltip,Age,Age (bin),Age (group),Button_count,Button_revenue,Churn Category,Churn Reason,City,Contract,Customer ID,Customer Status,Customer Status (group),Device Protection Plan,dispaly,dispaly 2,dummy,Gender,Internet Service,Internet Type,Married,Monthly Charge (group),Multiple Lines,Offer,Online Backup,Online Security,Paperless Billing,Payment Method,Phone Service,Premium Tech Support,state,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months (bin),Unlimited Data,value,Zip Code,@ total revenue,@1.avg purchase value,@2.APFR,@3.Avg CV,@4.ACL,@5.CLTV,@churn  revenue label,@Churned revenue,@churned_revenure,@joined revenue label,@joined&stayed_revenure,@monthly charge LTV,@new customer,#NAME?,@tenure_LTV,@Total Revenue in 1-year,Avg monthly charge,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Avg Revenue per month,Latitude,Longitude,min,Monthly charg_cal,Monthly Charge,Number of Dependents,Number of Referrals,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,zero
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,59,56,55-64,TRUE,FALSE,Dissatisfaction,Product dissatisfaction,Mineral,One Year,8849-GYOKR,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,96063,0.00624012,106.7277778,12,1280.733333,4.5,5763.3,,$0.01M,6240.12,,,106.7277778,0,,12,1280.733333,115.5577778,21,8.83,115.5577778,40.408796,-121.579609,-1,106.7277778,106.55,0,2,54,5763.3,0,476.82,0,6240.12,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,58,56,55-64,TRUE,FALSE,Other,Moved,Tollhouse,One Year,9101-BWFSS,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,Offer B,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,93667,0.0070822,112.214,12,1346.568,4.166666667,5610.7,,$0.01M,7082.2,,,112.214,0,,12,1346.568,141.644,14,29.43,141.644,36.993666,-119.348267,-1,112.214,108.55,0,1,50,5610.7,0,1471.5,0,7082.2,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,20,16,<25,TRUE,FALSE,Attitude,Attitude of support person,Seal Beach,Month to Month,5922-ABDVO,Churned,Churned,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$75 to < $90,Yes,Offer D,No,No,No,Credit Card,Yes,No,California,Yes,Yes,No,1 to <2,No,High Monthly charge & Shorter Tenure,90740,0.00225354,92.68684211,12,1112.242105,1.583333333,1761.05,,$0.00M,2253.54,,,92.68684211,0,,12,1112.242105,118.6073684,47,21.71,118.6073684,33.75462,-118.071128,-1,92.68684211,89.65,0,1,19,1761.05,80,412.49,0,2253.54,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,21,16,<25,TRUE,FALSE,Competitor,Competitor had better devices,Johannesburg,Month to Month,3415-TAILE,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$60 to < $75,No,None,No,No,No,Credit Card,Yes,No,California,Yes,Yes,Yes,<1,Yes,Low Monthly charge & Shorter Tenure,93528,0.00018889,67.175,2,134.35,0.166666667,22.39166667,,$0.00M,188.89,,,67.175,0,,2,134.35,94.445,51,27.27,94.445,35.363339,-117.637641,-1,67.175,65.7,2,1,2,134.35,0,54.54,0,188.89,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,63,56,55-64,TRUE,FALSE,Attitude,Attitude of service provider,San Bernardino,Month to Month,3023-GFLBR,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$75 to < $90,Yes,None,No,No,No,Credit Card,Yes,No,California,Yes,Yes,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,92408,0.00321892,83.2030303,12,998.4363636,2.75,2745.7,,$0.00M,3218.92,,,83.2030303,0,,12,998.4363636,97.5430303,28,14.34,97.5430303,34.084909,-117.258107,-1,83.2030303,86.15,0,1,33,2745.7,0,473.22,0,3218.92,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,42,40,35-44,TRUE,FALSE,Price,Price too high,Vallecito,Month to Month,9170-GYZJC,Churned,Churned,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$75 to < $90,Yes,None,Yes,Yes,No,Credit Card,Yes,Yes,California,Yes,Yes,No,3 to <4,Yes,Low Monthly charge & Longer Tenure,95251,0.00518186,81.12682927,12,973.5219512,3.416666667,3326.2,,$0.01M,5181.86,,,81.12682927,0,,12,973.5219512,126.3868293,56,45.26,126.3868293,38.055562,-120.456298,-1,81.12682927,79.9,3,1,41,3326.2,0,1855.66,0,5181.86,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,55,48,55-64,TRUE,FALSE,Other,Don't know,San Diego,One Year,2321-OMBXY,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,No,Offer C,Yes,Yes,No,Credit Card,Yes,Yes,California,Yes,Yes,Yes,3 to <4,Yes,Low Monthly charge & Longer Tenure,92122,0.00465997,80.49078947,12,965.8894737,3.166666667,3058.65,,$0.00M,4659.97,,,80.49078947,0,,12,965.8894737,122.6307895,19,42.14,122.6307895,32.85723,-117.209774,-1,80.49078947,80.3,0,1,38,3058.65,0,1601.32,0,4659.97,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,78,72,65>,TRUE,FALSE,Competitor,Competitor made better offer,Merced,Two Year,8580-QVLOC,Churned,Churned,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$90 to < $105,Yes,None,Yes,Yes,No,Credit Card,Yes,Yes,California,Yes,No,Yes,6 & more,Yes,Low Monthly charge & Longer Tenure,95348,0.00829569,89.44791667,12,1073.375,6,6440.25,,$0.01M,8295.69,,,89.44791667,0,,12,1073.375,115.2179167,6,25.77,115.2179167,37.40122,-120.514191,-1,89.44791667,92.45,0,0,72,6440.25,0,1855.44,0,8295.69,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,35,32,35-44,TRUE,FALSE,Dissatisfaction,Poor expertise of online support,San Diego,One Year,9139-WQQDY,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,Yes,No,No,Mailed Check,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,92117,0.00623393,100.8530612,12,1210.236735,4.083333333,4941.8,,$0.01M,6233.93,,,100.8530612,0,,12,1210.236735,127.2230612,19,26.37,127.2230612,32.825086,-117.199424,-1,100.8530612,100.45,0,1,49,4941.8,0,1292.13,0,6233.93,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,51,48,45-54,TRUE,FALSE,,,Downey,Month to Month,7398-SKNQZ,Joined,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,<1,Yes,Low Monthly charge & Shorter Tenure,90241,0.00028211,91.06666667,3,273.2,0.25,68.3,,,,,282.11,91.06666667,1,282.11,3,273.2,94.03666667,7,2.97,94.03666667,33.940884,-118.128628,-1,91.06666667,94.9,0,5,3,273.2,0,8.91,0,282.11,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,61,56,55-64,TRUE,FALSE,,,Valley Village,Month to Month,5916-QEWPT,Joined,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$60 to < $75,No,Offer E,No,No,No,Credit Card,Yes,No,California,Yes,Yes,Yes,<1,Yes,Low Monthly charge & Shorter Tenure,91607,0.00020262,73.9,2,147.8,0.166666667,24.63333333,,,,,202.62,73.9,1,202.62,2,147.8,101.31,23,27.41,101.31,34.165783,-118.399795,-1,73.9,69,0,1,2,147.8,0,54.82,0,202.62,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,20,16,<25,TRUE,FALSE,,,Concord,Month to Month,9732-EQMWY,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,No,None,Yes,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,No,High Monthly charge & Longer Tenure,94518,0.00564211,102.5510204,12,1230.612245,4.083333333,5025,,,,,5642.11,102.5510204,0,5642.11,12,1230.612245,115.145102,46,12.39,115.145102,37.950248,-122.022455,-1,102.5510204,99.4,0,1,49,5025,10,607.11,0,5642.11,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,73,72,65>,TRUE,FALSE,,,Pasadena,Month to Month,4128-ETESU,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,<$15,Yes,None,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,3 to <4,No,High Monthly charge & Longer Tenure,91101,0.00502726,101.0042553,12,1212.051064,3.916666667,4747.2,,,,,5027.26,101.0042553,0,5027.26,12,1212.051064,106.9629787,7,2.98,106.9629787,34.146635,-118.139225,-1,101.0042553,-5,0,3,47,4747.2,140,140.06,0,5027.26,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,59,56,55-64,TRUE,FALSE,,,Colton,Month to Month,1910-FMXJM,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$75 to < $90,No,None,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,3 to <4,Yes,Low Monthly charge & Longer Tenure,92324,0.00471353,81.60138889,12,979.2166667,3,2937.65,,,,,4713.53,81.60138889,0,4713.53,12,979.2166667,130.9313889,23,49.33,130.9313889,34.030915,-117.273201,-1,81.60138889,80.4,0,8,36,2937.65,0,1775.88,0,4713.53,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,26,24,25-34,TRUE,FALSE,,,San Diego,Month to Month,8731-WBBMB,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$75 to < $90,No,None,Yes,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,2 to <3,Yes,Low Monthly charge & Longer Tenure,92117,0.00232567,79.94423077,12,959.3307692,2.166666667,2078.55,,,,,2325.67,79.94423077,0,2325.67,12,959.3307692,89.44884615,48,11.23,89.44884615,32.825086,-117.199424,-1,79.94423077,81.9,0,7,26,2078.55,0,291.98,44.86,2325.67,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,63,56,55-64,TRUE,FALSE,,,Benton,Month to Month,6476-YHMGA,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,No,None,Yes,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,1 to <2,Yes,Low Monthly charge & Shorter Tenure,93512,0.00175215,77.04,12,924.48,1.25,1155.6,,,,,1752.15,77.04,0,1752.15,12,924.48,116.81,18,39.77,116.81,37.653947,-118.231443,-1,77.04,76.5,1,5,15,1155.6,0,596.55,0,1752.15,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,47,40,45-54,TRUE,FALSE,,,Torrance,Month to Month,5018-LXQQG,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$60 to < $75,No,Offer C,No,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,90505,0.0024179,64.11666667,12,769.4,2.5,1923.5,,,,,2417.9,64.11666667,0,2417.9,12,769.4,80.59666667,17,16.48,80.59666667,33.807882,-118.347957,-1,64.11666667,66.3,2,1,30,1923.5,0,494.4,0,2417.9,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,55,48,55-64,TRUE,FALSE,,,Durham,Month to Month,8903-WMRNW,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,No,None,No,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,High Monthly charge & Shorter Tenure,95938,0.0020312,111.2933333,12,1335.52,1.25,1669.4,,,,,2031.2,111.2933333,0,2031.2,12,1335.52,135.4133333,13,24.12,135.4133333,39.607831,-121.777959,-1,111.2933333,101.75,0,8,15,1669.4,0,361.8,0,2031.2,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,38,32,35-44,TRUE,FALSE,,,San Juan Bautista,Month to Month,4646-QZXTF,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,No,None,No,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,<1,Yes,Low Monthly charge & Shorter Tenure,95045,0.00061786,82.87142857,7,580.1,0.583333333,338.3916667,,,,,617.86,82.87142857,1,617.86,7,580.1,88.26571429,9,12.16,88.26571429,36.810568,-121.503022,-1,82.87142857,81.25,0,4,7,580.1,0,85.12,47.36,617.86,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,54,48,45-54,TRUE,FALSE,,,San Francisco,Month to Month,5393-HJZSM,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$75 to < $90,No,Offer C,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,94129,0.00344191,75.1296875,12,901.55625,2.666666667,2404.15,,,,,3441.91,75.1296875,0,3441.91,12,901.55625,107.5596875,19,32.43,107.5596875,37.797526,-122.464531,-1,75.1296875,76.3,1,1,32,2404.15,0,1037.76,0,3441.91,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,25,24,25-34,TRUE,FALSE,,,El Cajon,Month to Month,7892-QVYKW,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$75 to < $90,Yes,None,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,1 to <2,Yes,Low Monthly charge & Shorter Tenure,92020,0.00209472,81.23478261,12,974.8173913,1.916666667,1868.4,,,,,2094.72,81.23478261,0,2094.72,12,974.8173913,91.07478261,71,9.84,91.07478261,32.79697,-116.969082,-1,81.23478261,85.6,1,10,23,1868.4,0,226.32,0,2094.72,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,20,16,<25,TRUE,FALSE,,,Winterhaven,Month to Month,8734-DKSTZ,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$75 to < $90,Yes,Offer D,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,<1,Yes,Low Monthly charge & Shorter Tenure,92283,0.0009236,85.86,10,858.6,0.833333333,715.5,,,,,923.6,85.86,1,923.6,10,858.6,92.36,76,6.5,92.36,32.852947,-114.850784,-1,85.86,85.95,2,0,10,858.6,0,65,0,923.6,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,46,40,45-54,TRUE,FALSE,,,Oregon House,Month to Month,6198-RTPMF,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer D,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,High Monthly charge & Shorter Tenure,95962,0.00173644,92.92352941,12,1115.082353,1.416666667,1579.7,,,,,1736.44,92.92352941,0,1736.44,12,1115.082353,102.1435294,13,9.22,102.1435294,39.342587,-121.249833,-1,92.92352941,92.6,0,10,17,1579.7,0,156.74,0,1736.44,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,41,40,35-44,TRUE,FALSE,,,Durham,Month to Month,4472-VESGY,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,4-<5,Yes,High Monthly charge & Longer Tenure,95938,0.00661008,96.02692308,12,1152.323077,4.333333333,4993.4,,,,,6610.08,96.02692308,0,6610.08,12,1152.323077,127.1169231,28,31.09,127.1169231,39.607831,-121.777959,-1,96.02692308,98.15,1,6,52,4993.4,0,1616.68,0,6610.08,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,70,64,65>,TRUE,FALSE,,,Ranchita,Month to Month,2144-BFDSO,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,Offer B,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,92066,0.0058909,108.638,12,1303.656,4.166666667,5431.9,,,,,5890.9,108.638,0,5890.9,12,1303.656,117.818,2,9.18,117.818,33.215251,-116.53633,-1,108.638,108.75,0,1,50,5431.9,0,459,0,5890.9,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,23,16,<25,TRUE,FALSE,,,Victorville,One Year,7432-FFVAR,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,No,Offer B,No,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,3 to <4,No,High Monthly charge & Longer Tenure,92392,0.00457456,92.1,12,1105.2,3.833333333,4236.6,,,,,4574.56,92.1,0,4574.56,12,1105.2,99.44695652,48,6.26,99.44695652,34.486835,-117.362274,-1,92.1,90.95,3,2,46,4236.6,50,287.96,0,4574.56,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,73,72,65>,TRUE,FALSE,,,Lookout,One Year,7108-DGVUU,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$60 to < $75,Yes,None,Yes,No,No,Bank Withdrawal,Yes,No,California,Yes,No,No,1 to <2,No,Low Monthly charge & Shorter Tenure,96054,0.00223335,71.28809524,12,855.4571429,1.75,1497.05,,,,,2233.35,71.28809524,0,2233.35,12,855.4571429,106.35,18,30.3,106.35,41.280478,-121.160249,-1,71.28809524,71.7,0,4,21,1497.05,100,636.3,0,2233.35,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,40,40,35-44,TRUE,FALSE,,,San Francisco,One Year,3410-MHHUM,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer B,Yes,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,3 to <4,No,High Monthly charge & Longer Tenure,94111,0.00542259,97.62159091,12,1171.459091,3.666666667,4295.35,,,,,5422.59,97.62159091,0,5422.59,12,1171.459091,123.2406818,27,24.71,123.2406818,37.801776,-122.402293,-1,97.62159091,94.4,2,4,44,4295.35,40,1087.24,0,5422.59,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,25,24,25-34,TRUE,FALSE,,,Surfside,One Year,4114-QMKVN,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$60 to < $75,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,4-<5,No,Low Monthly charge & Longer Tenure,90743,0.00433476,68.13214286,12,817.5857143,4.666666667,3815.4,,,,,4334.76,68.13214286,0,4334.76,12,817.5857143,77.40642857,76,7.31,77.40642857,33.728273,-118.085304,-1,68.13214286,68.75,1,7,56,3815.4,110,409.36,0,4334.76,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,69,64,65>,TRUE,FALSE,,,Warner Springs,One Year,4654-DLAMQ,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,No,None,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,No,No,5 to <6,Yes,High Monthly charge & Longer Tenure,92086,0.00667154,100.4828125,12,1205.79375,5.333333333,6430.9,,,,,6671.54,100.4828125,0,6671.54,12,1205.79375,104.2428125,11,3.76,104.2428125,33.323705,-116.626907,-1,100.4828125,97,0,9,64,6430.9,0,240.64,0,6671.54,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,49,48,45-54,TRUE,FALSE,,,California Hot Springs,One Year,4355-CVPVS,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$75 to < $90,No,None,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,Low Monthly charge & Longer Tenure,93207,0.00569432,88.71428571,12,1064.571429,4.666666667,4968,,,,,5694.32,88.71428571,0,5694.32,12,1064.571429,101.6842857,28,12.97,101.6842857,35.865795,-118.69759,-1,88.71428571,88.9,1,4,56,4968,0,726.32,0,5694.32,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,53,48,45-54,TRUE,FALSE,,,San Francisco,One Year,8812-ZRHFP,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$75 to < $90,No,Offer C,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,94133,0.00399095,84.60166667,12,1015.22,2.5,2538.05,,,,,3990.95,84.60166667,0,3990.95,12,1015.22,133.0316667,58,48.43,133.0316667,37.802071,-122.411004,-1,84.60166667,86.45,3,0,30,2538.05,0,1452.9,0,3990.95,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,31,24,25-34,TRUE,FALSE,,,Elk Grove,One Year,3253-HKOKL,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,No,None,No,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,95758,0.00565993,100.8548077,12,1210.257692,4.333333333,5244.45,,,,,5659.93,100.8548077,0,5659.93,12,1210.257692,108.8448077,19,7.99,108.8448077,38.35363,-121.44195,-1,100.8548077,100.3,2,7,52,5244.45,0,415.48,0,5659.93,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,32,32,25-34,TRUE,FALSE,,,Riverside,One Year,3026-ATZYV,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$75 to < $90,No,Offer C,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,3 to <4,Yes,Low Monthly charge & Longer Tenure,92507,0.00270024,71.85945946,12,862.3135135,3.083333333,2658.8,,,,,2700.24,71.85945946,0,2700.24,12,862.3135135,72.97945946,23,1.12,72.97945946,33.976328,-117.319786,-1,71.85945946,75.1,2,3,37,2658.8,0,41.44,0,2700.24,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,19,16,<25,TRUE,FALSE,,,Pine Grove,One Year,3214-IYUUQ,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,No,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,5 to <6,Yes,High Monthly charge & Longer Tenure,95665,0.00648351,96.07704918,12,1152.92459,5.083333333,5860.7,,,,,6483.51,96.07704918,0,6483.51,12,1152.92459,106.2870492,69,10.21,106.2870492,38.400264,-120.641274,-1,96.07704918,93.7,0,0,61,5860.7,0,622.81,0,6483.51,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,77,72,65>,TRUE,FALSE,,,Baldwin Park,One Year,9058-HRZSV,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,No,None,Yes,Yes,No,Bank Withdrawal,Yes,No,California,Yes,Yes,No,5 to <6,Yes,High Monthly charge & Longer Tenure,91706,0.00861695,94.24846154,12,1130.981538,5.416666667,6126.15,,,,,8616.95,94.24846154,0,8616.95,12,1130.981538,132.5684615,25,38.32,132.5684615,34.098275,-117.967399,-1,94.24846154,94.4,0,2,65,6126.15,0,2490.8,0,8616.95,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,43,40,35-44,TRUE,FALSE,,,Capitola,One Year,8008-ESFLK,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,No,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,95010,0.00618954,110.1037736,12,1321.245283,4.416666667,5835.5,,,,,6189.54,110.1037736,0,6189.54,12,1321.245283,116.7837736,25,6.68,116.7837736,36.977025,-121.952864,-1,110.1037736,110.5,0,1,53,5835.5,0,354.04,0,6189.54,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,71,64,65>,TRUE,FALSE,,,Benton,One Year,6199-IWKGC,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,No,Bank Withdrawal,Yes,Yes,California,Yes,No,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,93512,0.00574101,103.3445652,12,1240.134783,3.833333333,4753.85,,,,,5741.01,103.3445652,0,5741.01,12,1240.134783,124.8045652,15,21.46,124.8045652,37.653947,-118.231443,-1,103.3445652,100.25,0,5,46,4753.85,0,987.16,0,5741.01,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,35,32,35-44,TRUE,FALSE,,,Escondido,One Year,4455-BFSPD,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,92027,0.00858783,104.6540984,12,1255.84918,5.083333333,6383.9,,,,,8587.83,104.6540984,0,8587.83,12,1255.84918,140.7840984,23,36.13,140.7840984,33.141265,-116.967221,-1,104.6540984,101.15,0,5,61,6383.9,0,2203.93,0,8587.83,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,40,40,35-44,TRUE,FALSE,,,King City,One Year,5120-ZBLAI,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,Yes,Offer B,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,Low Monthly charge & Longer Tenure,93930,0.0043497,77.524,12,930.288,4.166666667,3876.2,,,,,4349.7,77.524,0,4349.7,12,930.288,86.994,28,9.47,86.994,36.220761,-120.980777,-1,77.524,75.7,0,5,50,3876.2,0,473.5,0,4349.7,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,20,16,<25,TRUE,FALSE,,,Napa,One Year,5811-IWXYM,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer B,No,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,94558,0.00763018,101.9442308,12,1223.330769,4.333333333,5301.1,,,,,7630.18,101.9442308,0,7630.18,12,1223.330769,146.7342308,52,44.79,146.7342308,38.489789,-122.27011,-1,101.9442308,101.25,1,1,52,5301.1,0,2329.08,0,7630.18,0
